8	25	21
8	6	30
8	-22	-12
8	2	-27
8	29	-21
8	7	-13
8	-19	11
8	27	-14
8	-28	-21
8	-20	14
8	-18	31
8	-10	-3
8	-25	13
8	16	-12
8	-21	-25
8	-26	6
8	-26	1
8	0	0
8	-15	-16
8	25	17
8	-7	-23
8	25	-25
8	8	11
8	17	13
8	-30	5
8	-17	7
8	5	26
8	16	-2
8	-25	-4
8	-2	20
8	12	-17
8	-30	-10
8	19	15
8	5	8
8	-16	-14
8	-11	16
8	-4	-2
8	2	-17
8	10	-12
8	-22	21
8	-15	30
8	16	2
8	6	10
8	-2	-12
8	-6	23
8	0	-20
