7	11	6	-9
7	180	-22	22
7	54	-15	-1
7	291	-13	-2
7	262	-23	16
7	61	-10	4
7	231	17	-12
7	206	-4	-25
7	284	-10	-22
7	68	6	-19
7	73	-22	19
7	135	-13	-15
7	272	12	-1
7	16	-14	20
7	57	-3	-22
7	234	21	19
7	382	-16	17
7	251	-2	-10
7	360	-9	-7
7	304	28	-5
7	162	18	-16
7	331	-12	29
7	170	-8	-12
7	33	-9	22
7	399	-2	-18
7	160	-28	-7
7	380	-18	-29
7	39	17	-13
7	69	-22	9
7	391	15	-27
7	327	5	30
7	133	14	30
7	238	23	-17
7	202	-26	-8
7	211	15	3
7	259	-12	-29
7	330	-13	27
7	165	7	13
7	244	24	-14
7	362	-11	-16
7	150	-1	-27
7	178	30	-21
8	385	-26	-28
8	177	13	16
8	28	-12	23
8	281	-27	-22
8	124	-5	-24
8	267	-5	-29
8	282	25	10
8	344	-18	-14
8	162	28	-29
8	61	-26	-21
8	175	-25	-30
8	327	4	-17
8	57	-1	31
8	397	13	-5
8	276	-13	-17
8	320	-13	-30
8	211	-3	28
8	310	11	-25
8	66	2	-4
8	286	7	30
8	360	-27	-19
8	99	-8	-3
8	254	-19	15
8	382	-13	18
8	273	10	27
8	287	-9	-11
8	378	21	27
8	88	-26	-18
8	213	26	-19
8	59	-20	-4
8	362	16	5
8	212	-11	16
8	165	15	-25
8	102	26	16
8	122	28	-20
8	399	14	-29
8	16	31	6
8	234	-6	4
8	383	31	24
8	141	9	5
8	50	0	-18
8	196	-15	17
8	136	-9	-24
8	78	-23	9
8	251	23	14
8	135	5	31
8	231	-30	-20
8	391	-17	22
8	260	7	27
8	98	14	21
8	86	-23	11
8	202	-18	-21
8	279	-28	-28
8	15	-26	-17
8	52	-25	16
8	288	27	-5
8	71	-23	-29
8	341	16	-16
8	180	10	-28
8	375	-11	-5
8	11	-27	-16
8	128	-7	14
8	164	0	15
8	380	5	19
8	304	25	-26
8	291	-23	-27
8	336	16	20
8	372	-19	17
8	92	-10	13
8	132	20	16
8	160	16	13
8	127	-6	-9
8	210	-19	-6
8	161	16	19
8	84	24	-20
